gold_left,level,total_damage_to_players,players_eliminated,num_traits,placement
39,8,120,0,6,1
14,7,54,0,3,0
0,9,107,2,7,1
1,9,95,1,8,1
3,9,144,1,6,1
3,8,73,0,2,0
1,8,53,0,5,0
0,9,96,1,5,1
5,7,64,0,3,0
2,9,69,0,7,0
0,9,139,2,5,1
0,8,58,0,3,0
1,9,163,3,5,1
4,9,195,3,7,1
4,9,194,2,7,1
2,9,92,0,4,1
16,8,101,0,3,1
0,9,82,0,10,0
1,9,71,3,5,1
7,9,174,2,5,1
1,9,124,1,6,1
4,9,149,1,5,1
1,8,47,1,5,1
3,8,80,1,2,0
1,9,207,3,4,1
1,8,63,0,4,0
3,9,140,0,5,1
6,9,159,2,6,1
6,9,46,0,6,0
9,9,83,0,6,0
0,7,59,1,5,0
7,7,111,0,5,1
3,8,146,1,4,1
2,7,85,1,3,0
8,9,189,3,5,1
1,8,67,0,5,0
0,9,154,2,4,1
0,8,81,0,5,0
1,8,129,0,5,1
1,8,96,1,7,1
2,8,78,0,6,0
5,10,184,4,7,1
1,9,130,2,8,1
9,9,171,3,8,1
5,10,72,2,6,1
50,8,63,0,4,0
22,8,51,0,2,0
3,8,164,2,6,1
0,8,56,0,5,0
19,7,94,0,5,0
10,9,172,3,7,1
3,9,112,0,6,1
0,8,91,0,6,0
13,8,92,1,4,1
3,7,94,0,5,0
1,9,106,2,4,1
1,8,50,0,5,0
1,9,102,0,5,0
0,6,22,0,4,0
49,8,86,0,7,0
6,8,105,2,3,1
0,8,35,0,4,0
0,8,53,0,4,0
0,8,120,1,4,1
5,8,89,1,4,1
0,8,72,0,7,0
0,8,73,0,6,0
11,7,46,0,4,0
0,8,51,0,3,0
0,8,58,1,5,0
1,9,90,0,10,0
4,9,89,0,9,0
1,8,0,0,6,0
3,9,140,1,0,1
0,8,84,0,0,0
11,8,23,0,5,0
0,7,57,1,3,1
0,9,89,1,6,1
2,8,145,1,6,1
2,8,99,0,4,0
1,9,142,2,8,1
0,7,69,1,5,0
1,8,71,0,8,0
3,9,107,1,6,0
2,8,89,0,1,0
1,8,74,0,9,0
10,8,111,1,7,1
7,9,153,0,9,1
1,9,53,0,5,0
0,8,100,0,5,1
4,9,117,0,6,1
4,9,86,0,6,0
0,7,107,0,7,1
4,8,69,0,7,0
2,8,119,1,7,0
1,9,175,2,7,1
1,9,131,2,6,1
0,9,94,0,8,0
1,9,137,1,6,1
5,8,88,0,6,1
5,8,87,0,8,0
2,9,182,4,6,1
0,8,35,0,3,0
1,9,120,2,6,1
18,8,109,0,5,1
43,8,67,0,8,0
1,8,176,2,7,1
3,8,90,0,3,0
5,7,115,1,7,1
0,9,101,0,4,1
0,8,51,0,5,0
0,10,165,4,6,1
22,8,128,2,10,1
0,8,24,0,4,0
0,7,105,0,5,1
29,8,127,1,5,1
8,9,221,2,7,1
0,8,106,2,5,1
0,9,139,1,5,1
0,9,105,3,9,1
9,10,166,4,6,1
0,8,41,0,3,0
0,9,132,2,10,1
0,8,130,1,6,1
1,7,32,0,3,0
8,8,69,0,6,0
1,8,113,0,8,0
3,10,129,0,6,1
4,8,0,0,5,0
1,8,90,0,4,0
0,7,30,0,3,0
0,7,49,0,7,0
0,8,61,1,5,0
2,10,150,1,7,1
1,9,132,1,8,1
0,8,29,0,7,0
11,9,95,1,8,1
3,9,113,0,7,0
15,8,113,1,5,0
6,9,89,1,8,0
2,9,115,0,9,1
0,8,24,0,6,0
0,9,155,2,5,1
2,8,38,0,3,0
0,7,15,0,3,0
21,7,106,1,5,0
1,10,213,2,6,1
1,9,132,1,8,1
4,8,54,0,8,0
0,8,61,0,8,0
2,8,62,0,5,0
9,9,93,0,6,1
8,7,61,0,5,0
43,8,40,0,3,0
2,8,85,0,5,0
0,8,44,0,6,0
5,10,57,0,5,0
9,9,146,0,7,1
3,7,138,2,2,1
2,9,88,2,8,1
1,8,185,2,7,1
10,7,28,0,3,0
1,8,65,0,6,0
0,8,62,0,0,0
1,8,58,0,7,0
1,8,105,1,3,1
3,9,164,1,9,1
3,9,184,2,5,1
15,7,91,0,4,0
2,9,67,0,4,0
2,9,62,0,7,0
5,9,203,3,6,1
1,8,135,1,8,1
13,9,77,0,5,0
6,10,176,0,6,1
2,9,220,3,6,1
43,8,71,0,6,0
0,8,32,1,5,1
8,9,119,0,6,1
0,7,46,0,3,0
1,9,79,0,7,0
1,8,90,0,6,1
6,8,34,1,2,0
7,8,42,0,6,0
3,9,124,1,9,1
0,6,57,0,5,0
1,7,57,0,3,0
2,7,96,0,5,1
30,9,111,0,8,1
0,8,57,0,8,0
2,8,155,0,7,1
3,9,112,1,7,1
30,7,26,0,4,0
0,8,46,0,5,0
17,9,191,2,5,1
2,7,77,2,5,0
0,8,109,1,7,1
2,10,157,2,6,1
1,8,25,0,8,0
2,7,101,2,2,1
1,8,46,0,5,0
0,9,140,2,6,1
1,8,52,0,7,0
1,7,17,0,2,0
4,9,125,1,9,1
6,9,149,1,8,1
0,8,30,0,6,0
5,8,88,0,6,1
3,8,37,0,8,0
2,8,87,1,6,0
0,9,149,2,7,1
2,9,91,1,7,1
2,8,83,0,6,0
1,8,127,0,5,1
0,8,92,0,4,0
1,9,132,0,10,1
3,8,88,1,5,0
1,9,89,0,7,0
3,8,53,0,4,0
1,8,120,2,8,1
0,9,78,1,7,1
2,8,159,0,7,1
0,9,98,1,5,1
0,8,52,1,3,0
11,8,103,0,6,1
11,8,57,0,3,1
2,9,101,1,7,1
0,7,114,0,3,0
19,7,98,1,7,0
1,10,160,2,5,1
1,8,65,0,4,0
2,8,68,0,10,0
18,8,74,3,5,1
14,7,102,2,5,1
14,7,55,0,5,0
1,9,90,1,9,0
12,7,52,0,5,0
0,9,98,2,7,1
19,8,19,0,4,0
31,9,116,0,5,1
36,8,73,0,3,0
63,8,34,0,7,0
2,7,44,0,2,0
0,8,61,0,4,0
8,9,139,1,8,1
1,9,66,1,4,0
4,8,92,1,5,1
18,7,76,1,5,0
0,7,78,0,5,0
10,8,62,0,5,0
2,8,33,0,5,0
3,9,120,1,5,1
10,10,147,1,9,1
0,8,76,0,7,0
5,9,65,0,7,0
5,8,96,1,6,1
1,8,75,0,5,0
10,9,140,1,4,1
1,7,91,2,6,0
0,6,52,1,3,0
1,9,114,1,7,1
1,9,189,2,3,1
0,9,160,1,7,1
2,8,109,1,5,1
3,7,71,0,5,0
1,8,22,1,5,0
10,8,37,0,5,0
16,8,129,1,7,1
2,8,60,0,6,0
9,7,112,1,4,1
1,10,138,1,11,1
8,8,114,0,5,1
20,8,108,1,5,1
4,9,98,0,7,1
4,8,74,0,5,0
44,10,0,0,17,1
0,8,59,0,6,0
1,8,100,1,3,1
23,8,172,3,5,1
24,8,112,0,8,1
203,10,0,0,5,1
45,8,105,0,6,0
0,8,118,2,8,1
1,8,26,1,6,1
13,9,145,2,7,1
6,8,31,0,4,0
2,9,123,2,7,1
23,7,77,1,5,1
40,8,104,0,7,1
0,8,134,0,6,1
0,9,97,0,5,0
1,9,157,2,8,1
5,9,128,2,7,1
2,9,119,1,6,1
0,7,86,1,4,1
3,8,137,2,6,1
0,8,69,0,6,0
13,7,53,0,3,0
0,7,91,0,6,0
0,8,60,0,2,0
1,10,156,0,8,1
0,8,23,0,5,0
22,9,105,1,4,1
6,7,54,0,5,0
0,8,62,0,3,0
0,8,62,1,6,0
1,7,45,0,5,0
3,8,62,0,5,0
1,8,90,0,5,1
1,9,115,1,6,1
7,8,70,1,7,0
0,8,81,0,7,0
0,9,112,0,9,1
32,7,120,2,4,0
11,8,81,0,6,0
1,8,128,0,6,1
1,7,39,0,4,0
1,8,114,1,8,1
1,8,90,0,4,0
2,7,61,0,3,0
5,8,40,0,6,0
2,9,218,2,11,1
0,6,9,0,1,0
23,8,39,0,5,0
4,9,41,0,8,0
9,9,159,1,6,1
9,8,38,0,4,0
9,8,99,1,6,0
31,8,82,2,6,1
0,8,120,0,5,1
0,9,98,1,9,1
18,8,17,0,5,0
1,8,108,0,6,1
3,8,86,1,6,0
22,9,170,0,6,1
1,8,45,0,7,0
0,8,0,0,6,0
1,7,90,0,4,0
1,8,72,0,5,0
11,8,187,4,5,1
0,9,132,1,9,1
1,8,47,0,6,0
5,9,125,1,10,1
12,8,15,0,8,0
0,9,94,1,10,0
1,8,83,0,4,0
7,8,103,2,5,1
1,8,115,0,3,1
23,9,129,1,8,1
0,8,68,0,8,0
4,8,101,1,4,1
1,8,68,0,5,0
2,8,40,0,4,0
10,8,98,1,9,1
0,8,84,0,4,0
8,8,43,1,6,1
21,9,188,3,7,1
1,7,69,0,4,0
0,9,111,0,8,1
0,9,135,1,8,1
2,8,47,0,8,0
1,8,110,0,4,0
3,9,228,3,6,1
2,9,122,1,6,1
11,8,68,0,7,0
8,8,109,0,6,1
19,7,54,0,5,0
3,8,34,0,5,0
2,8,93,0,6,0
15,9,165,2,2,1
0,9,135,1,8,1
1,9,71,0,7,0
0,8,72,0,6,0
8,8,117,0,5,1
0,8,82,0,5,0
3,8,55,0,7,0
4,8,164,3,4,1
2,9,158,2,6,1
4,8,103,0,6,0
0,8,84,1,8,0
0,9,94,1,5,1
7,9,174,2,10,1
0,8,62,0,7,0
2,9,187,2,10,1
0,8,88,0,9,1
18,10,161,3,6,1
46,8,105,1,4,1
1,8,57,4,5,1
2,8,133,2,7,1
22,8,107,1,4,0
2,9,32,0,7,0
35,9,66,3,4,1
1,8,132,2,5,1
0,8,145,1,5,1
1,7,49,0,3,0
6,9,130,2,8,1
0,8,68,0,6,0
7,9,162,1,5,1
1,9,167,1,6,1
11,7,113,0,7,1
3,8,86,0,3,1
3,10,32,1,5,1
1,9,144,1,10,1
12,9,118,0,6,1
1,8,51,0,5,0
1,8,96,0,5,1
0,8,66,0,3,0
0,10,124,2,8,1
39,8,89,0,4,0
3,9,215,2,6,1
1,9,45,0,7,0
14,9,116,1,8,1
1,7,57,0,5,0
0,9,88,0,7,1
1,8,110,0,4,1
4,9,113,2,7,1
2,9,147,3,6,1
1,9,110,1,9,1
4,8,43,0,5,0
2,7,57,0,5,0
0,7,94,0,2,1
8,9,182,3,8,1
1,8,48,0,6,0
1,8,55,0,4,0
6,9,159,3,5,1
0,8,157,1,4,1
50,8,46,0,6,1
2,8,149,3,6,1
3,9,120,1,8,1
5,8,107,2,6,1
0,8,109,0,7,1
41,7,49,0,5,0
18,8,52,1,6,0
4,9,121,0,5,1
13,9,0,0,14,1
2,8,100,1,5,1
1,9,182,5,5,1
12,8,92,2,5,1
0,9,142,2,7,1
0,8,66,0,5,0
0,9,138,0,6,1
10,8,105,0,7,1
1,9,108,1,6,0
38,8,82,0,3,0
11,9,104,0,5,1
0,9,157,1,8,1
11,8,72,0,5,0
5,8,58,0,5,0
1,8,95,1,7,0
15,10,186,4,9,1
2,8,40,0,6,0
0,8,67,0,7,0
4,8,129,1,8,1
0,8,64,0,9,0
0,9,116,0,3,1
4,7,48,0,3,0
3,8,72,0,5,0
1,8,81,0,5,0
1,8,52,0,7,0
12,9,102,0,5,1
2,8,31,0,7,0
1,8,92,0,8,0
1,9,108,0,9,1
4,8,36,0,7,0
27,7,9,0,3,0
5,8,37,0,8,0
0,8,63,0,6,0
11,8,72,0,6,0
1,8,80,1,4,0
1,9,117,2,6,1
3,8,46,0,7,0
1,8,108,1,7,0
2,9,131,3,7,1
13,7,73,0,7,0
1,7,65,0,7,0
1,8,25,0,8,0
0,9,82,0,9,0
10,8,183,3,7,1
11,8,116,0,6,1
3,10,141,2,8,1
1,8,102,3,8,1
0,9,132,2,7,1
0,9,102,0,4,0
4,9,125,0,7,1
34,9,177,2,6,1
0,8,38,0,6,0
1,8,73,0,4,0
3,7,60,0,5,0
6,9,156,0,7,1
1,9,88,0,5,0
0,7,58,1,8,1
0,7,23,0,5,0
4,8,168,2,5,1
3,8,101,0,4,0
14,7,50,0,5,0
0,8,44,0,5,0
1,8,60,1,5,0
3,7,57,0,5,0
3,8,52,0,3,0
0,9,118,1,8,1
0,7,67,1,8,0
4,9,191,3,5,1
0,8,77,1,6,0
0,8,28,0,3,0
2,7,19,0,2,0
4,8,47,0,4,0
0,9,120,2,5,1
1,9,151,3,6,1
0,8,50,0,4,0
13,7,78,0,7,0
1,8,60,0,7,0
0,8,54,0,6,0
5,8,96,0,6,1
13,8,75,0,8,0
2,7,148,1,7,1
0,9,198,1,10,1
0,8,118,1,4,1
18,9,101,2,9,1
1,9,112,0,6,0
1,9,185,3,6,1
0,7,76,0,5,0
7,6,60,1,3,0
59,8,36,0,6,0
1,9,96,0,6,0
8,9,112,0,7,1
0,8,57,0,3,0
2,7,116,0,7,1
7,8,65,0,4,0
5,9,174,2,8,1
5,8,58,0,4,0
3,7,67,0,5,0
2,9,45,0,8,0
0,8,90,0,8,0
0,10,191,2,10,1
2,8,0,0,6,0
11,8,55,0,3,0
5,8,125,1,4,1
3,9,142,0,10,1
6,8,96,1,3,1
9,9,160,2,7,1
0,8,77,0,6,1
0,7,70,1,3,1
4,8,43,0,6,0
1,9,98,0,7,0
23,8,124,1,4,1
0,9,86,0,5,0
3,8,51,0,5,0
0,9,129,1,3,1
7,7,72,0,7,0
5,8,104,0,5,1
11,8,58,0,6,0
9,8,165,2,8,1
9,4,0,0,2,1
0,8,78,0,6,1
0,8,190,2,4,1
1,8,95,1,7,1
0,8,100,0,0,1
40,9,160,1,7,1
0,8,56,0,3,0
13,9,91,3,5,1
5,9,84,3,5,1
18,8,111,0,6,1
0,8,80,0,4,0
0,8,68,0,5,0
14,8,21,0,5,0
18,7,81,0,5,0
5,8,48,0,3,0
9,8,168,2,7,1
2,7,98,0,3,0
1,9,123,0,7,1
20,8,90,2,6,1
1,9,216,3,9,1
5,9,104,0,5,1
0,8,59,0,5,0
0,7,47,0,5,0
41,8,53,0,8,0
1,8,135,1,8,1
1,9,80,0,7,0
1,8,82,0,6,0
0,7,102,0,7,1
0,9,137,1,7,1
22,7,108,0,5,1
2,9,160,2,5,1
1,8,39,0,2,0
1,9,149,2,7,1
6,8,138,3,5,1
15,8,99,1,7,1
1,8,95,0,4,0
0,8,108,0,4,1
5,8,88,0,6,0
0,8,111,2,3,1
1,7,63,0,3,0
40,8,84,2,6,1
8,8,33,0,4,0
1,8,116,1,4,1
30,8,73,0,6,0
1,9,100,1,4,1
7,8,70,0,8,0
0,9,88,1,5,1
20,7,61,0,7,0
3,8,138,2,5,1
0,8,110,1,6,1
1,6,28,0,5,0
5,9,98,1,3,0
1,8,86,0,3,1
0,8,125,0,4,1
2,8,105,2,4,1
5,7,41,0,5,0
62,5,6,0,2,0
11,7,44,0,2,0
1,7,45,0,4,0
5,8,122,1,5,1
1,9,116,1,8,1
1,9,72,1,9,0
8,8,74,0,9,0
0,8,61,0,5,0
21,7,104,1,4,1
0,8,43,2,4,1
0,7,81,0,2,0
12,8,92,2,6,1
1,9,134,5,9,1
8,7,49,0,3,0
1,9,48,0,7,0
0,8,84,0,6,0
0,8,46,0,9,0
18,8,122,0,6,1
10,9,95,2,6,1
15,8,77,0,6,0
4,9,72,3,5,1
5,8,51,0,8,0
2,9,128,1,5,1
6,9,98,0,9,0
0,9,104,0,8,0
1,9,83,3,7,1
5,8,107,0,5,1
9,8,100,0,3,0
0,7,43,0,5,0
1,8,66,0,4,0
2,7,61,0,5,0
6,8,113,0,4,1
0,9,145,2,5,1
1,8,93,1,5,1
1,8,67,1,3,0
0,8,45,0,7,0
0,9,89,1,9,1
18,8,46,0,6,0
1,8,77,0,5,1
0,9,105,1,4,1
1,8,92,2,6,1
1,8,44,0,4,0
1,9,173,3,5,1
1,9,112,0,7,1
9,8,111,0,5,1
11,7,68,0,7,0
1,9,83,0,8,0
2,9,196,2,7,1
4,9,137,1,8,1
9,9,206,4,8,1
1,8,117,1,6,1
0,9,130,1,7,1
0,8,76,1,4,1
3,9,119,1,5,1
1,9,101,1,8,1
1,8,0,0,6,0
13,7,52,0,5,0
0,7,48,0,5,0
28,8,77,1,5,0
3,9,24,2,5,1
0,9,79,0,3,0
2,8,94,1,6,0
2,8,93,0,3,1
2,8,55,1,5,0
3,7,63,1,5,0
2,9,200,3,7,1
31,9,211,2,9,1
5,7,54,0,5,0
1,8,60,0,7,0
1,9,152,3,8,1
3,10,249,1,8,1
1,8,21,0,4,0
5,8,61,0,3,0
2,8,43,0,6,0
1,7,47,0,3,0
1,9,101,0,5,1
1,8,34,0,4,1
0,9,113,0,7,1
2,8,37,0,3,0
4,9,117,0,7,1
0,8,104,1,5,1
0,8,116,3,5,1
5,9,65,0,3,0
1,9,161,1,1,1
9,10,0,0,15,1
0,8,42,1,6,0
0,7,56,0,5,0
0,9,136,0,5,1
0,8,91,0,6,0
1,9,128,1,6,1
3,9,157,3,6,1
1,8,136,2,4,1
2,8,134,3,5,1
40,8,112,1,4,1
14,8,76,0,5,0
1,7,76,0,5,0
1,9,134,3,3,1
1,7,80,0,5,0
2,8,126,4,5,1
0,9,114,0,9,1
5,8,97,0,7,0
1,9,83,0,6,0
2,8,92,0,6,0
6,7,58,1,5,0
1,8,130,2,9,1
1,9,72,1,5,0
1,9,145,3,7,1
4,7,74,0,4,0
5,8,124,1,8,1
53,8,112,0,5,1
0,8,76,1,7,0
0,8,70,0,5,0
1,9,100,1,8,1
0,8,64,0,6,0
0,8,93,0,5,0
1,9,95,2,5,1
13,8,90,0,5,0
27,9,101,1,5,1
15,9,0,0,12,1
0,9,112,0,5,1
4,8,90,0,6,0
8,9,152,5,6,1
3,8,96,1,3,1
1,8,35,0,4,0
1,8,80,0,4,0
1,9,105,0,10,1
1,7,31,0,5,0
0,6,37,0,3,0
4,8,171,1,7,1
1,9,176,2,7,1
1,9,119,0,8,1
2,8,109,0,6,1
7,8,99,1,8,1
3,9,171,4,8,1
2,8,80,0,6,0
0,9,199,2,7,1
17,7,49,0,5,0
6,9,156,0,5,1
20,8,96,1,5,0
9,9,150,1,6,1
2,8,80,1,7,0
1,9,120,2,9,0
9,7,28,0,5,0
4,8,152,2,3,1
3,9,121,0,7,1
0,10,193,1,6,1
2,10,102,0,7,0
22,7,64,0,5,1
0,9,148,2,7,1
0,8,83,0,4,0
3,9,25,0,7,0
0,8,20,0,5,0
11,9,201,2,6,1
0,9,166,3,9,1
0,9,143,1,5,1
13,8,211,3,4,1
2,8,72,0,4,0
2,8,72,0,7,0
58,8,17,0,5,0
7,8,88,0,5,0
0,8,111,2,5,1
1,9,105,1,6,1
1,9,35,0,4,0
1,9,108,1,5,1
1,9,63,1,8,1
0,8,171,2,8,1
4,9,171,0,6,1
0,9,93,1,5,0
0,7,69,0,4,0
0,8,72,0,5,0
7,8,92,1,6,1
4,8,57,0,3,0
1,8,135,2,4,1
0,7,47,0,5,0
2,10,190,3,9,1
7,8,179,3,5,1
1,7,93,0,5,0
30,9,158,3,6,1
7,8,68,0,8,1
2,9,121,0,10,1
11,8,49,2,10,1
2,7,53,0,3,0
1,9,53,0,3,0
3,9,50,0,8,0
1,9,218,2,7,1
4,8,86,0,4,0
2,9,112,1,9,1
0,10,127,1,11,1
6,8,129,1,4,1
6,6,64,0,5,0
32,8,27,0,7,0
1,8,101,1,8,1
5,7,60,0,5,0
0,9,71,0,8,0
2,9,100,1,7,1
4,7,66,0,5,0
7,7,81,1,5,0
4,8,102,0,4,1
0,8,47,0,5,0
2,6,49,0,4,0
1,8,136,1,4,1
1,8,72,0,5,0
0,9,42,0,5,0
1,8,74,0,5,0
0,8,26,0,8,0
0,8,42,0,5,0
5,8,63,0,4,0
4,9,54,1,7,1
11,7,41,0,4,0
11,8,77,0,5,0
22,8,100,2,8,1
55,9,66,2,5,1
5,9,195,2,7,1
0,8,74,1,3,1
0,9,146,0,4,1
2,9,167,2,5,1
2,8,106,2,7,1
4,8,97,2,6,1
0,10,72,1,7,0
1,8,20,0,6,0
16,8,41,0,5,0
4,9,98,1,5,1
1,8,63,0,3,0
4,8,171,4,6,1
1,9,77,0,5,0
10,8,77,1,5,1
3,8,127,1,7,1
0,8,96,0,7,0
5,8,109,0,5,1
2,9,123,0,9,1
21,8,99,0,4,0
3,10,147,1,8,1
3,9,100,0,5,1
0,8,125,1,8,1
11,8,27,0,3,0
0,9,43,0,9,0
10,8,139,1,5,1
44,8,106,0,5,1
3,10,167,3,10,1
39,8,73,0,3,0
0,7,35,0,7,0
1,6,22,0,3,0
11,9,161,3,3,1
0,6,67,0,5,0
11,8,95,0,6,0
0,7,93,1,4,1
3,9,119,0,6,1
1,7,114,2,6,1
1,8,53,0,4,0
0,7,60,0,2,0
17,8,86,1,6,1
4,8,23,0,5,0
7,7,36,0,4,0
27,9,174,4,8,1
1,8,42,0,7,0
0,7,80,0,3,0
5,8,70,0,4,1
0,9,71,0,8,0
1,8,39,0,4,0
5,8,74,0,4,0
0,8,14,0,9,0
1,8,129,0,4,1
1,8,53,0,7,0
13,8,65,0,4,0
6,8,120,0,3,1
8,8,63,0,7,0
2,9,81,0,6,1
2,7,53,0,5,0
5,9,94,0,4,0
2,8,178,2,5,1
4,8,20,0,8,0
3,9,173,1,9,1
3,8,62,0,8,0
13,8,63,0,5,0
0,7,53,0,6,0
22,7,27,0,4,0
1,8,32,0,5,0
16,7,73,0,5,0
0,8,140,1,5,1
1,7,88,0,7,0
0,8,50,0,3,0
1,8,91,1,6,1
11,8,59,0,3,0
1,8,70,0,5,0
31,8,110,0,3,1
1,10,164,3,6,1
0,8,50,0,5,0
24,7,87,0,4,0
1,8,26,0,9,0
6,9,168,1,8,1
4,8,92,1,8,0
1,8,95,0,6,1
0,9,58,1,6,1
3,9,76,0,4,0
3,8,26,0,7,0
2,9,64,0,9,0
1,9,64,0,8,0
1,8,0,0,9,0
1,9,50,0,6,0
12,8,111,1,6,1
3,8,83,0,4,0
3,9,178,2,6,1
39,8,76,0,6,0
3,9,68,2,6,1
2,8,91,1,3,0
1,8,47,0,6,0
4,10,183,2,8,1
0,9,54,0,3,0
0,9,112,1,6,1
0,8,38,0,4,0
9,8,162,1,6,1
0,8,68,0,7,0
1,8,59,0,5,0
7,8,147,2,6,1
8,9,80,0,7,0
45,9,138,1,7,1
2,8,95,0,4,0
2,10,156,2,9,1
1,8,154,1,7,1
15,8,99,0,3,0
48,8,66,0,8,0
84,5,0,0,1,0
28,8,134,1,8,1
4,8,98,0,6,1
1,7,35,0,5,0
2,9,94,0,8,1
31,7,76,1,7,1
1,10,185,3,11,1
0,9,82,1,5,1
21,10,177,2,9,1
66,9,214,4,5,1
2,7,78,0,4,0
5,9,118,1,6,0
8,9,196,3,5,1
3,8,96,1,7,0
2,7,87,1,5,0
0,7,26,0,4,0
1,8,154,1,4,1
4,10,169,3,10,1
1,9,131,2,4,1
51,8,76,0,5,0
2,8,53,0,4,0
2,8,83,1,8,1
4,10,227,3,7,1
5,7,56,0,5,0
4,9,174,3,9,1
0,10,132,1,8,1
8,9,147,0,5,1
3,8,128,1,4,1
0,8,70,0,5,0
46,8,177,2,5,1
1,9,175,2,8,1
1,8,79,2,5,0
0,7,26,0,4,0
31,8,104,0,6,0
2,9,60,0,8,0
1,9,121,1,5,1
22,9,114,1,5,1
2,8,96,2,5,1
17,8,113,3,8,1
0,8,47,0,5,0
5,9,138,0,5,1
15,9,175,3,5,1
10,8,58,0,2,0
40,8,136,1,4,1
2,8,66,0,3,0
12,8,163,2,7,1
1,9,108,2,8,1
3,8,101,1,8,1
2,8,10,0,5,0
0,9,51,0,7,0
3,8,55,0,7,0
3,9,136,1,6,1
9,9,97,0,8,1
0,8,112,0,5,1
0,8,11,0,7,0
0,9,67,0,5,0
37,8,84,1,4,0
0,9,78,0,5,0
1,8,87,0,4,0
2,9,122,1,6,1
1,8,162,3,0,1
1,7,17,0,3,0
4,9,61,0,5,0
1,8,76,1,8,0
0,9,64,0,8,0
0,8,105,0,3,1
3,10,149,3,7,1
5,7,31,0,3,0
1,9,87,0,6,0
2,9,50,0,6,0
0,9,117,1,9,1
7,7,30,0,5,0
0,8,64,0,6,0
31,7,101,0,5,1
0,8,131,2,4,1
15,8,103,1,6,0
2,9,116,0,6,0
2,8,167,4,5,1
19,7,119,2,7,1
8,9,107,0,8,0
7,10,172,2,10,1
1,9,173,2,5,1
0,7,61,0,7,0
5,7,59,0,3,0
2,7,66,0,6,0
7,9,50,0,5,0
15,10,155,1,9,1
3,8,178,2,8,1
0,9,67,0,6,0
0,8,83,0,6,0
0,8,99,0,5,1
0,8,48,0,0,0
22,6,42,0,5,0
1,9,126,1,5,1
0,9,146,2,4,1
0,8,85,0,6,1
3,8,36,0,7,0
1,9,172,3,8,1
26,8,124,1,7,1
1,8,100,0,6,0
2,9,170,1,7,1
2,9,153,1,7,1
4,8,70,0,7,0
1,8,92,0,4,1
0,10,164,2,8,1
0,8,55,0,5,0
2,8,35,0,2,0
3,9,48,0,1,0
1,9,47,0,4,0
0,7,119,0,3,1
10,9,165,1,5,1
4,9,14,0,3,0
0,9,78,1,7,0
6,9,103,0,7,1
1,8,64,0,6,0
0,7,24,0,3,0
4,8,126,3,1,1
1,8,92,1,6,1
1,9,127,0,6,1
3,9,110,2,7,1
3,8,33,0,7,0
3,9,133,1,6,1
1,9,145,1,6,1
0,8,16,0,6,0
6,9,180,2,5,1
1,8,126,1,4,1
40,6,51,0,3,0
0,7,78,0,3,0
1,9,47,0,9,0
0,10,126,1,6,1
16,10,226,5,6,1
1,9,165,4,5,1
1,9,191,1,8,1
18,8,146,2,7,1
2,8,142,2,6,1
4,9,111,1,7,1
2,9,158,3,6,1
0,8,47,0,3,0
4,9,205,3,6,1
1,8,72,0,6,0
0,7,54,0,5,0
41,8,79,0,6,0
0,9,110,1,6,1
1,9,114,2,8,1
64,9,150,3,4,1
1,9,148,3,5,1
0,8,46,0,5,0
53,8,175,4,5,1
59,9,179,4,6,1
3,8,84,0,6,0
3,8,125,1,4,1
1,8,50,1,7,0
13,8,38,0,8,0
4,8,43,0,4,0
1,8,44,0,4,0
1,8,76,1,6,1
1,8,42,0,6,0
3,7,111,0,2,1
7,9,0,0,5,1
3,9,97,0,5,1
0,9,144,1,5,1
2,9,92,1,5,1
8,8,61,0,4,1
5,7,45,1,4,0
2,8,110,1,5,1
12,9,93,1,6,1
0,9,123,2,0,1
49,8,80,1,4,0
0,8,24,1,5,0
1,10,133,3,10,1
1,7,59,0,5,0
6,9,114,0,8,1
3,8,118,1,8,1
1,8,72,0,6,1
10,8,38,0,4,0
3,9,126,0,6,1
12,9,156,1,9,1
1,8,114,1,2,1
2,9,150,1,7,1
8,9,138,2,5,1
14,7,43,0,5,0
14,9,150,0,5,1
5,9,75,0,9,0
0,9,76,0,6,0
4,9,111,0,6,1
1,8,107,1,7,1
5,9,203,1,6,1
30,8,106,2,5,1
4,8,165,2,4,1
1,9,178,3,7,1
7,8,55,0,8,0
0,9,57,2,8,0
0,8,16,0,7,0
1,8,23,0,3,0
2,9,146,2,8,1
3,8,97,0,7,1
1,8,30,0,4,0
1,8,43,0,5,0
10,9,42,0,5,0
22,8,109,2,3,1
1,8,86,1,5,0
22,7,68,1,3,0
54,8,171,1,6,1
16,8,98,0,5,1
1,8,56,0,6,0
16,8,114,1,5,1
6,9,123,2,9,1
40,8,44,0,8,0
3,9,75,0,5,0
11,8,38,0,5,0
0,8,99,1,5,1
4,9,168,2,7,1
24,9,221,5,5,1
9,8,120,1,5,1
1,8,73,0,5,0
25,9,105,0,5,1
0,8,94,0,5,1
1,8,148,2,7,1
11,7,82,1,4,0
5,9,170,1,6,1
1,7,42,0,2,0
1,9,204,3,6,1
0,8,95,0,7,0
1,9,21,0,8,0
40,8,98,0,8,0
6,8,51,0,4,0
32,8,59,0,5,0
1,9,197,3,6,1
1,8,34,0,6,0
3,9,121,1,5,1
0,8,19,0,5,0
2,8,69,0,7,0
0,8,75,1,3,0
4,8,69,0,6,0
14,6,18,0,3,0
